obs,personid,psu,hhld,id,sex,age,marital,ctzship,current_school,grade_comp,subject_training,need_train_more,mwrk_nsco1,mwrk_nsco4,mwrk_status,mwrk_cnrt_type,mwrk_nsic1,mwrk_nsic4,mwrk_orgtype,mwrk_enttype,mwrk_empnum,mwrk_tenure_envlv,usulhr_mwrk,prd_remu,amt_cashrs,rcvd_kind,faci_mktval,faci_paidval,hhsize,province,urbrur753,season,male,nevermarried,urban,educ,educ1,wage_daily,logwage_daily,avg_exp,avg_exp1,sq_avg_exp
514,14941602,1494,16,2,Female,27,Married,Nepalese,No,SLC and equiv.,,Yes,J," Cleaners and helpers in offices, hotels and other establish",Employee,Temporary,I,Restaurants and mobile food service activities,Private nonfinancial institution,Private business,5-9 persons,1 year - 3 years,14,Monthly,7000,No,,,4,4,Urban,Dry Season,0,0,1,11,11.5,230.13699,5.4386749,1,1.5,2.25
515,12461004,1246,10,4,Male,18,Married,Nepalese,No,Nursery/LKG/UKG,,No,I,Electrical and electronic equipment assemblers,Employee,Temporary,F,Electrical installation,,Don?t know,2-4 persons,3 years - 5 years,64,Monthly,7000,No,,,4,2,Urban,Rainy Season,1,0,1,0,0.5,230.13699,5.4386749,3,3.5,12.25
516,15001104,1500,11,4,Female,15,Never married,Nepalese,No,Class 7,,No,J," Cleaners and helpers in offices, hotels and other establish",Employee,Temporary,I,Short term accommodation activities,Private nonfinancial institution,An incorporated company,,6 months - 1 year,56,Monthly,7000,Yes,12000,,4,4,Rural,Dry Season,0,1,0,7,7.5,230.13699,5.4386749,0.5,1,1
517,13332008,1333,20,8,Female,36,Single woman/man,Nepalese,No,Class 10,,Yes,F,Beauticians and related workers,Employee,Temporary,S,Hairdressing and other beauty treatment,Private nonfinancial institution,Private business,2-4 persons,1 year - 3 years,48,Monthly,7000,No,,,9,3,Urban,Winter Season,0,0,1,10,10.5,230.13699,5.4386749,1,1.5,2.25
518,14210201,1421,2,1,Female,22,Married,Nepalese,No,Class 12 and Intermediate,,Yes,E,Receptionists (general),Employee,Temporary,Q,Medical and dental practice activities,Private nonfinancial institution,Private business,2-4 persons,1 year - 3 years,40,Monthly,7000,No,,,2,4,Urban,Winter Season,0,0,1,12,12.5,230.13699,5.4386749,1,1.5,2.25
519,15001103,1500,11,3,Female,15,Never married,Nepalese,No,Class 9,,No,F,Cooks,Employee,Temporary,I,Short term accommodation activities,Private nonfinancial institution,An incorporated company,,6 months - 1 year,56,Monthly,7000,Yes,12000,,4,4,Rural,Dry Season,0,1,0,9,9.5,230.13699,5.4386749,0.5,1,1
520,10190603,1019,6,3,Male,20,Never married,Nepalese,Yes,Bachelor Level and equiv.,Computer science,No,E,Data entry clerks,Employee,Temporary,U,Activities of extraterritorial organizations and bodies,Other,An incorporated company,,Less than 6 months,42,Monthly,7000,No,36000,,3,1,Rural,Dry Season,1,1,0,15,15.5,230.13699,5.4386749,0,0.5,0.25
521,10400903,1040,9,3,Female,22,Never married,Nepalese,No,Class 8,,No,F,Shop sales assistants,Employee,Temporary,G," Retail sale in non-specialized stores with food, beverages ",,Private business,2-4 persons,Less than 6 months,48,Monthly,7000,No,,,3,1,Urban,Rainy Season,0,1,1,8,8.5,230.13699,5.4386749,0,0.5,0.25
522,15261602,1526,16,2,Male,26,Married,Nepalese,No,Nursery/LKG/UKG,,No,J," Cleaners and helpers in offices, hotels and other establish",Employee,Temporary,I,Restaurants and mobile food service activities,,Private business,5-9 persons,5 years - 10 years,35,Monthly,7000,No,,,6,4,Rural,Dry Season,1,0,0,0,0.5,230.13699,5.4386749,5,5.5,30.25
523,14931003,1493,10,3,Female,23,Never married,Nepalese,Yes,Class 7,,No,J," Cleaners and helpers in offices, hotels and other establish",Employee,Temporary,I,Short term accommodation activities,Private nonfinancial institution,Private business,5-9 persons,1 year - 3 years,56,Monthly,7000,No,,,3,4,Urban,Winter Season,0,1,1,7,7.5,230.13699,5.4386749,1,1.5,2.25
524,18070901,1807,9,1,Female,38,Separated,Nepalese,No,Nursery/LKG/UKG,,No,J,Domestic cleaners and helpers,Employee,Temporary,T,Activities of households as employers of domestic personnel,,Private business,1 person,5 years - 10 years,48,Monthly,7000,No,,,4,7,Urban,Dry Season,0,0,1,0,0.5,230.13699,5.4386749,5,5.5,30.25
525,16991907,1699,19,7,Male,22,Never married,Nepalese,No,Class 9,,No,J,Kitchen helpers,Employee,Temporary,I,Other accommodation,Private financial institution,Private business,20 persons and more,6 months - 1 year,70,Monthly,7000,No,72000,,7,6,Urban,Dry Season,1,1,1,9,9.5,230.13699,5.4386749,0.5,1,1
526,11711103,1171,11,3,Female,26,Never married,Nepalese,No,Bachelor Level and equiv.,,No,C,Secondary education teachers,Employee,Temporary,P,General secondary education,Other,An incorporated company,,3 years - 5 years,40,Monthly,7000,No,,,5,2,Urban,Winter Season,0,1,1,15,15.5,230.13699,5.4386749,3,3.5,12.25
527,13081501,1308,15,1,Female,52,Single woman/man,Nepalese,,Class 3,,No,J,Sweepers and related labourers,Employee,Permanent,E,Treatment and disposal of hazardous waste,Private nonfinancial institution,Private business,1 person,5 years - 10 years,28,Monthly,7000,No,,,4,3,Urban,Dry Season,0,0,1,3,3.5,230.13699,5.4386749,5,5.5,30.25
528,13822001,1382,20,1,Male,47,Married,Nepalese,,Nursery/LKG/UKG,,No,I," Car, taxi and van drivers",Employee,Temporary,H,Freight transport by road,,Private business,2-4 persons,5 years - 10 years,56,Monthly,7000,No,,,8,3,Urban,Rainy Season,1,0,1,0,0.5,230.13699,5.4386749,5,5.5,30.25
529,13931401,1393,14,1,Male,49,Single woman/man,Nepalese,,Nursery/LKG/UKG,,No,I,Food and related products machine operators,Employee,Temporary,C,Manufacture of grain mill products,,Private business,2-4 persons,5 years - 10 years,84,Monthly,7000,No,,,5,3,Rural,Rainy Season,1,0,0,0,0.5,230.13699,5.4386749,5,5.5,30.25
530,13041802,1304,18,2,Female,41,Married,Nepalese,,Class 6,,Yes,F,Cooks,Employee,Temporary,K,Security and commodity contracts brokerage,Private financial institution,An incorporated company,,5 years - 10 years,48,Monthly,7000,No,24000,,5,3,Urban,Winter Season,0,0,1,6,6.5,230.13699,5.4386749,5,5.5,30.25
531,13220602,1322,6,2,Male,24,Never married,Nepalese,No,Class 12 and Intermediate,Cooking and food preparation,Yes,I,Paper products machine operators,Employee,Temporary,C,Service activities related to printing,Private nonfinancial institution,Private business,2-4 persons,1 year - 3 years,42,Monthly,7000,No,,,2,3,Urban,Rainy Season,1,1,1,12,12.5,230.13699,5.4386749,1,1.5,2.25
532,18941701,1894,17,1,Male,40,Married,Nepalese,No,Class 5,Electrician,Yes,I,Electrical and electronic equipment assemblers,Employee,Temporary,D," Electric power generation, transmission and distribution",Private nonfinancial institution,An incorporated company,,1 year - 3 years,49,Monthly,7000,No,,,7,7,Urban,Winter Season,1,0,1,5,5.5,230.13699,5.4386749,1,1.5,2.25
533,18711303,1871,13,3,Male,17,Never married,Nepalese,No,Class 6,,No,J,Odd job persons,Employee,Temporary,I,Short term accommodation activities,,Private business,2-4 persons,Less than 6 months,70,Monthly,7000,No,,,5,7,Urban,Winter Season,1,1,1,6,6.5,230.13699,5.4386749,0,0.5,0.25
534,12482003,1248,20,3,Male,21,Married,Nepalese,No,Class 8,,Yes,H,Carpenters and joiners,Employee,Temporary,C,Manufacture of builders’ carpentry and joinery,,Private business,2-4 persons,1 year - 3 years,56,Monthly,7000,No,,,8,2,Rural,Rainy Season,1,0,0,8,8.5,230.13699,5.4386749,1,1.5,2.25
535,15811905,1581,19,5,Male,26,Never married,Nepalese,No,Class 10,,No,H,Welders and flamecutters,Employee,Temporary,C,Manufacture of structural metal products,,Private business,2-4 persons,5 years - 10 years,63,Monthly,7000,No,1500,,7,5,Urban,Rainy Season,1,1,1,10,10.5,230.13699,5.4386749,5,5.5,30.25
536,16990302,1699,3,2,Male,15,Never married,Nepalese,No,Class 6,,No,J," Cleaners and helpers in offices, hotels and other establish",Employee,Temporary,C,Manufacture of bakery products,Private financial institution,Private business,2-4 persons,6 months - 1 year,63,Monthly,7000,No,72000,,2,6,Urban,Dry Season,1,1,1,6,6.5,230.13699,5.4386749,0.5,1,1
537,16141907,1614,19,7,Female,25,Married,Nepalese,Yes,Class 12 and Intermediate,,No,C,Primary school teachers,Employee,Temporary,P,Pre-primary and primary education,Private nonfinancial institution,An incorporated company,,Less than 6 months,40,Monthly,7000,No,,,7,5,Urban,Winter Season,0,0,1,12,12.5,230.13699,5.4386749,0,0.5,0.25
538,10931303,1093,13,3,Male,31,Married,Nepalese,No,Class 12 and Intermediate,,No,F,Personal care workers in health services not elsewhere clas,Employee,Permanent,C," Manufacture of pharmaceuticals, medicinal chemical and bota",Private nonfinancial institution,Private business,20 persons and more,3 years - 5 years,48,Monthly,7000,No,9000,,5,1,Urban,Winter Season,1,0,1,12,12.5,230.13699,5.4386749,3,3.5,12.25
539,10151907,1015,19,7,Male,25,Never married,Nepalese,No,Class 12 and Intermediate,,No,C,Primary school teachers,Employee,Temporary,P,General secondary education,Private nonfinancial institution,An incorporated company,,1 year - 3 years,40,Monthly,7000,No,,,7,1,Urban,Winter Season,1,1,1,12,12.5,230.13699,5.4386749,1,1.5,2.25
540,15690403,1569,4,3,Female,18,Never married,Nepalese,Yes,SLC and equiv.,,Yes,C,Primary school teachers,Employee,Temporary,P,Pre-primary and primary education,Private nonfinancial institution,An incorporated company,,6 months - 1 year,36,Monthly,7000,No,,,3,5,Rural,Rainy Season,0,1,0,11,11.5,230.13699,5.4386749,0.5,1,1
541,15511201,1551,12,1,Male,49,Married,Nepalese,,Nursery/LKG/UKG,,No,I,Bus and tram drivers,Employee,Temporary,H,Freight transport by road,,Private business,2-4 persons,1 year - 3 years,84,Monthly,7000,No,37000,,5,5,Rural,Dry Season,1,0,0,0,0.5,230.13699,5.4386749,1,1.5,2.25
542,10791604,1079,16,4,Male,16,Never married,Nepalese,No,Class 5,,Yes,H,Printers,Employee,Temporary,C,Printing,Private nonfinancial institution,Private business,20 persons and more,1 year - 3 years,60,Monthly,7000,No,8000,,6,1,Rural,Rainy Season,1,1,0,5,5.5,230.13699,5.4386749,1,1.5,2.25
543,18170801,1817,8,1,Female,25,Married,Nepalese,No,Class 10,,No,J,Hand packers,Employee,Temporary,E," Water collection, treatment and supply",Private financial institution,Private business,10-19 persons,6 months - 1 year,40,Monthly,7000,No,,,4,7,Urban,Winter Season,0,0,1,10,10.5,230.13699,5.4386749,0.5,1,1
544,18511201,1851,12,1,Female,37,Single woman/man,Nepalese,No,Class 8,,No,E," Statistical, finance and insurance clerks",Employee,Permanent,K,Other activities auxiliary to financial service activities,Private financial institution,An incorporated company,,1 year - 3 years,50,Monthly,7000,No,,,4,7,Urban,Rainy Season,0,0,1,8,8.5,230.13699,5.4386749,1,1.5,2.25
545,13670803,1367,8,3,Female,32,Married,Nepalese,No,Nursery/LKG/UKG,,No,J," Cleaners and helpers in offices, hotels and other establish",Employee,Temporary,I,Short term accommodation activities,Private nonfinancial institution,Private business,2-4 persons,5 years - 10 years,84,Monthly,7000,No,100000,,4,3,Rural,Winter Season,0,0,0,0,0.5,230.13699,5.4386749,5,5.5,30.25
546,13070401,1307,4,1,Male,25,Married,Nepalese,No,Class 4,,No,I,Bus and tram drivers,Employee,Temporary,H,Freight transport by road,,Private business,2-4 persons,1 year - 3 years,60,Monthly,7000,No,7000,,3,3,Urban,Rainy Season,1,0,1,4,4.5,230.13699,5.4386749,1,1.5,2.25
547,10890602,1089,6,2,Male,36,Married,Nepalese,No,Nursery/LKG/UKG,,No,I,Heavy truck and lorry drivers,Employee,Temporary,H,Freight transport by road,,Private business,2-4 persons,5 years - 10 years,82,Monthly,7000,No,,,3,1,Urban,Winter Season,1,0,1,0,0.5,230.13699,5.4386749,5,5.5,30.25
548,11591502,1159,15,2,Male,21,Never married,Nepalese,No,SLC and equiv.,"Visual and plastic arts, carving, sculpture",No,I,Electrical and electronic equipment assemblers,Employee,Temporary,F,Electrical installation,,Private business,2-4 persons,1 year - 3 years,22,Monthly,7000,No,,,5,2,Urban,Dry Season,1,1,1,11,11.5,230.13699,5.4386749,1,1.5,2.25
549,14761304,1476,13,4,Male,22,Married,Nepalese,No,Class 12 and Intermediate,,Yes,C,Secondary education teachers,Employee,Temporary,P,General secondary education,Private nonfinancial institution,An incorporated company,,3 years - 5 years,40,Monthly,7000,No,,,4,4,Urban,Winter Season,1,0,1,12,12.5,230.13699,5.4386749,3,3.5,12.25
550,10761302,1076,13,2,Female,33,Married,Nepalese,No,Class 2,,Yes,J," Cleaners and helpers in offices, hotels and other establish",Employee,Temporary,P,General secondary education,Private nonfinancial institution,An incorporated company,,1 year - 3 years,52,Monthly,7000,No,,,4,1,Rural,Winter Season,0,0,0,2,2.5,230.13699,5.4386749,1,1.5,2.25
551,13401403,1340,14,3,Male,22,Never married,Nepalese,Yes,Class 12 and Intermediate,Computer science,Yes,D,Commercial sales representatives,Employee,Temporary,H,Freight transport by road,,Private business,2-4 persons,1 year - 3 years,21,Monthly,7000,No,,,4,3,Urban,Rainy Season,1,1,1,12,12.5,230.13699,5.4386749,1,1.5,2.25
552,17900401,1790,4,1,Male,54,Married,Nepalese,,Nursery/LKG/UKG,,No,J,Civil engineering labourers,Employee,Temporary,F,Construction of buildings,,Private business,1 person,Less than 6 months,56,Monthly,7000,No,,,2,7,Urban,Dry Season,1,0,1,0,0.5,230.13699,5.4386749,0,0.5,0.25
553,15710302,1571,3,2,Male,21,Never married,Nepalese,Yes,Class 12 and Intermediate,,Yes,C,Primary school teachers,Employee,Temporary,P,Pre-primary and primary education,Private nonfinancial institution,An incorporated company,,6 months - 1 year,35,Monthly,7000,No,,,3,5,Rural,Rainy Season,1,1,0,12,12.5,230.13699,5.4386749,0.5,1,1
554,12240501,1224,5,1,Female,39,Married,Nepalese,No,Nursery/LKG/UKG,,No,H,Food and beverage tasters and graders,Employee,Temporary,A,Growing of beverage crops,Private financial institution,Private business,2-4 persons,Less than 6 months,31,Monthly,7000,No,,,4,2,Urban,Winter Season,0,0,1,0,0.5,230.13699,5.4386749,0,0.5,0.25
555,18581903,1858,19,3,Male,22,Married,Nepalese,No,Bachelor Level and equiv.,,No,C,Primary school teachers,Employee,Temporary,P,Pre-primary and primary education,Private nonfinancial institution,An incorporated company,,6 months - 1 year,40,Monthly,7000,No,,,7,7,Urban,Dry Season,1,0,1,15,15.5,230.13699,5.4386749,0.5,1,1
556,10111202,1011,12,2,Female,59,Married,Nepalese,,Nursery/LKG/UKG,,No,J,Garden and horticultural labourers,Employee,Temporary,A,Growing of beverage crops,,Don?t know,5-9 persons,10 years or more,48,Daily,235,No,60000,,3,1,Urban,Winter Season,0,0,1,0,0.5,235,5.4595857,10,10.5,110.25
557,18211201,1821,12,1,Female,37,Married,Nepalese,No,Nursery/LKG/UKG,,Yes,J,Manufacturing labourers not elsewhere classified,Employee,Temporary,C,Manufacture of clay building materials,,Private business,10-19 persons,6 months - 1 year,56,Monthly,7200,No,,,4,7,Rural,Winter Season,0,0,0,0,0.5,236.71233,5.4668455,0.5,1,1
558,15980501,1598,5,1,Female,24,Married,Nepalese,No,Class 12 and Intermediate,Other Programmes in teacher training,No,C,Early childhood educators,Employee,Temporary,P,Pre-primary and primary education,Private nonfinancial institution,An incorporated company,,3 years - 5 years,36,Monthly,7200,No,,,2,5,Urban,Rainy Season,0,0,1,12,12.5,236.71233,5.4668455,3,3.5,12.25
559,10291903,1029,19,3,Female,26,Married,Nepalese,No,Class 6,,No,J,Crop farm labourers,Employee,Temporary,A,Growing of beverage crops,Private nonfinancial institution,Private business,10-19 persons,5 years - 10 years,56,Weekly,1668,No,,,5,1,Urban,Rainy Season,0,0,1,6,6.5,237.63287,5.470727,5,5.5,30.25
560,12450302,1245,3,2,Male,19,Never married,Nepalese,No,Nursery/LKG/UKG,,No,E,Debt-collectors and related workers,Employee,Temporary,K,Other monetary intermediation,Private financial institution,Private business,5-9 persons,10 years or more,35,Monthly,7300,No,,,2,2,Urban,Winter Season,1,1,1,0,0.5,240,5.480639,10,10.5,110.25
561,12981803,1298,18,3,Female,21,Never married,Nepalese,No,Class 12 and Intermediate,General Education,No,C,Early childhood educators,Employee,Temporary,P,Pre-primary and primary education,Private nonfinancial institution,An incorporated company,,3 years - 5 years,48,Monthly,7500,No,20000,,6,3,Urban,Dry Season,0,1,1,12,12.5,246.57535,5.5076675,3,3.5,12.25
562,13831806,1383,18,6,Male,21,Never married,Nepalese,Yes,SLC and equiv.,,No,F,Cashiers and ticket clerks,Employee,Temporary,R,Operation of sports facilities,Private nonfinancial institution,Private business,2-4 persons,Less than 6 months,56,Monthly,7500,Yes,,,6,3,Urban,Dry Season,1,1,1,11,11.5,246.57535,5.5076675,0,0.5,0.25
563,16371504,1637,15,4,Female,25,Married,Nepalese,Yes,Bachelor Level and equiv.,,Yes,C,Primary school teachers,Employee,Temporary,P,Pre-primary and primary education,Private nonfinancial institution,An incorporated company,,6 months - 1 year,40,Monthly,7500,No,,,5,5,Urban,Dry Season,0,0,1,15,15.5,246.57535,5.5076675,0.5,1,1
564,14940201,1494,2,1,Female,29,Separated,Nepalese,No,Class 5,"Dressmaking, tailoring",Yes,J,Livestock farm labourers,Employee,Temporary,A,Raising of cattle and buffaloes,Private nonfinancial institution,Private business,1 person,3 years - 5 years,42,Monthly,7500,No,,,1,4,Urban,Dry Season,0,0,1,5,5.5,246.57535,5.5076675,3,3.5,12.25
565,11930403,1193,4,3,Male,21,Never married,Nepalese,No,Class 10,,No,H,Information and communications technology installers and se,Paid apprentice / intern,Temporary,F,Electrical installation,,Private business,2-4 persons,1 year - 3 years,40,Monthly,7500,No,,,3,2,Urban,Rainy Season,1,1,1,10,10.5,246.57535,5.5076675,1,1.5,2.25
566,16081706,1608,17,6,Female,24,Married,Nepalese,No,Class 12 and Intermediate,,Yes,C,Primary school teachers,Employee,Temporary,P,Pre-primary and primary education,Private nonfinancial institution,An incorporated company,,1 year - 3 years,40,Monthly,7500,No,,,7,5,Urban,Dry Season,0,0,1,12,12.5,246.57535,5.5076675,1,1.5,2.25
567,10921803,1092,18,3,Male,23,Never married,Nepalese,No,Class 8,,Yes,J,Vehicle cleaners,Employee,Temporary,P,General secondary education,Private nonfinancial institution,Private business,20 persons and more,3 years - 5 years,24,Monthly,7500,No,,,7,1,Urban,Rainy Season,1,1,1,8,8.5,246.57535,5.5076675,3,3.5,12.25
568,18310903,1831,9,3,Male,19,Never married,Nepalese,Yes,SLC and equiv.,,Yes,J,Kitchen helpers,Employee,Temporary,K,Other credit granting,Private financial institution,An incorporated company,,6 months - 1 year,70,Monthly,7500,No,,,4,7,Rural,Rainy Season,1,1,0,11,11.5,246.57535,5.5076675,0.5,1,1
569,12551903,1255,19,3,Male,19,Never married,Nepalese,Yes,Class 10,,Yes,F,Transport conductors,Employee,Temporary,H,Other passenger land transpor t,Private financial institution,Private business,2-4 persons,6 months - 1 year,50,Monthly,7500,No,36000,,6,3,Rural,Rainy Season,1,1,0,10,10.5,246.57535,5.5076675,0.5,1,1
570,13350503,1335,5,3,Female,23,Never married,Nepalese,No,Class 12 and Intermediate,,No,D,Nursing associate professionals,Employee,Temporary,Q,Hospital activities,Private nonfinancial institution,Private business,10-19 persons,6 months - 1 year,40,Monthly,7500,No,,,3,3,Urban,Dry Season,0,1,1,12,12.5,246.57535,5.5076675,0.5,1,1
